district_name,fin_year,lgd_district_code,lgd_state_code,mnth,scheme_code,state_name,total_aadhar,total_beneficiaries,total_gen,total_mobileno,total_obc,total_sc,total_st
YAVATMAL,2023-2024,500,27,12,IGNOAPS,MAHARASHTRA,33569,34829,24532,9499,5632,2431,2234
PALGHAR,2023-2024,665,27,12,IGNOAPS,MAHARASHTRA,30232,33257,5123,2480,837,1455,25842
"EAST GODAVARI",2023-2024,505,28,12,IGNOAPS,"ANDHRA PRADESH",93926,131851,63382,91849,44444,19614,4411
"WEST GODAVARI",2023-2024,523,28,12,IGNOAPS,"ANDHRA PRADESH",73366,99996,43701,72498,35023,18287,2985
Kakinada,2023-2024,746,28,12,IGNOAPS,"ANDHRA PRADESH",27006,27006,11091,26991,10179,5614,122
Eluru,2023-2024,748,28,12,IGNOAPS,"ANDHRA PRADESH",25636,25636,11603,25609,10375,3461,197
"Sri Sathya Sai",2023-2024,754,28,12,IGNOAPS,"ANDHRA PRADESH",19532,19532,4822,19505,7887,4648,2175
Nandyal,2023-2024,755,28,12,IGNOAPS,"ANDHRA PRADESH",15000,15000,5575,14977,5455,3106,864
MANDYA,2023-2024,544,29,12,IGNOAPS,KARNATAKA,47096,48624,2622,36440,44196,1746,60
AMRITSAR,2023-2024,27,3,12,IGNOAPS,PUNJAB,2616,4886,4885,4331,0,1,0
JALANDHAR,2023-2024,34,3,12,IGNOAPS,PUNJAB,972,2207,2193,1747,0,14,0
MOGA,2023-2024,38,3,12,IGNOAPS,PUNJAB,1923,3393,3379,3222,2,12,0
BARNALA,2023-2024,605,3,12,IGNOAPS,PUNJAB,1698,3557,3460,3526,17,80,0
"TARAN TARAN",2023-2024,609,3,12,IGNOAPS,PUNJAB,1182,2199,2172,1815,1,25,1
"NORTH GOA",2023-2024,551,30,12,IGNOAPS,GOA,4049,4361,2657,14,1299,130,275
MALAPPURAM,2023-2024,562,32,12,IGNOAPS,KERALA,28234,28856,27219,23981,0,1567,70
PALAKKAD,2023-2024,563,32,12,IGNOAPS,KERALA,21050,21550,19744,13952,0,1453,353
PATHANAMTHITTA,2023-2024,564,32,12,IGNOAPS,KERALA,19863,20261,17986,11758,0,2123,152
THRISSUR,2023-2024,566,32,12,IGNOAPS,KERALA,30167,30845,28433,22040,0,2339,73
KARUR,2023-2024,576,33,12,IGNOAPS,"TAMIL NADU",16257,19804,1831,11824,11965,6008,0
NAMAKKAL,2023-2024,580,33,12,IGNOAPS,"TAMIL NADU",35383,42136,178,38913,30851,10184,923
SIVAGANGAI,2023-2024,585,33,12,IGNOAPS,"TAMIL NADU",23188,27254,7510,26624,15574,4170,0
TIRUVANNAMALAI,2023-2024,593,33,12,IGNOAPS,"TAMIL NADU",41902,47624,18504,42018,18885,9370,865
PONDICHERRY,2023-2024,600,34,12,IGNOAPS,PUDUCHERRY,1801,17713,14957,8,175,2515,66
NICOBARS,2023-2024,603,35,12,IGNOAPS,"ANDAMAN AND NICOBAR",679,941,546,903,0,0,395
"NORTH AND MIDDLE ANDAMAN",2023-2024,632,35,12,IGNOAPS,"ANDAMAN AND NICOBAR",1107,1274,1274,1235,0,0,0
HANUMAKONDA,2023-2024,686,36,12,IGNOAPS,TELANGANA,448,448,7,372,300,137,4
JANGOAN,2023-2024,689,36,12,IGNOAPS,TELANGANA,9745,12835,534,12415,8111,2441,1749
"KOMARAM BHEEM ASIFABAD",2023-2024,699,36,12,IGNOAPS,TELANGANA,6844,8306,369,7383,4027,1480,2430
MEDCHAL,2023-2024,700,36,12,IGNOAPS,TELANGANA,12998,13295,1576,11917,9657,1767,295
MULUGU,2023-2024,720,36,12,IGNOAPS,TELANGANA,2815,3435,186,2782,1799,553,897
"DADRA AND NAGAR HAVELI",2023-2024,465,38,12,IGNOAPS,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",34,9646,5,2,429,529,8683
"RUDRA PRAYAG",2023-2024,54,5,12,IGNOAPS,UTTARAKHAND,2871,7078,5527,2310,15,1536,0
"UTTAR KASHI",2023-2024,57,5,12,IGNOAPS,UTTARAKHAND,2623,8891,6627,6077,318,1900,46
JIND,2023-2024,65,6,12,IGNOAPS,HARYANA,10914,15352,7694,8881,3395,4263,0
KARNAL,2023-2024,67,6,12,IGNOAPS,HARYANA,12678,17768,10488,10546,3660,3620,0
"NORTH WEST- II",2023-2024,671,7,12,IGNOAPS,DELHI,11868,11871,11871,1012,0,0,0
NORTH,2023-2024,80,7,12,IGNOAPS,DELHI,6984,6989,6989,1214,0,0,0
WEST,2023-2024,85,7,12,IGNOAPS,DELHI,12775,12786,12786,2973,0,0,0
GANGANAGAR,2023-2024,100,8,12,IGNOAPS,RAJASTHAN,20446,22647,5045,20802,6586,10794,222
JALORE,2023-2024,104,8,12,IGNOAPS,RAJASTHAN,26461,28711,3603,27449,13315,7814,3979
JHUNJHUNU,2023-2024,106,8,12,IGNOAPS,RAJASTHAN,7273,8898,1592,7783,4467,2639,200
JODHPUR,2023-2024,107,8,12,IGNOAPS,RAJASTHAN,22849,28499,7138,24179,13191,6531,1639
KAROULI,2023-2024,108,8,12,IGNOAPS,RAJASTHAN,22253,25859,3801,23824,9935,7165,4958
RAJSAMAND,2023-2024,112,8,12,IGNOAPS,RAJASTHAN,14672,18363,2315,15237,9240,3033,3775
PRATAPGARH,2023-2024,629,8,12,IGNOAPS,RAJASTHAN,26699,29356,1264,26711,2804,2023,23265
BARAN,2023-2024,89,8,12,IGNOAPS,RAJASTHAN,20034,24802,2038,19032,10088,6821,5855
CHITTORGARH,2023-2024,95,8,12,IGNOAPS,RAJASTHAN,16389,21876,2541,17327,7859,5889,5587
DUNGARPUR,2023-2024,99,8,12,IGNOAPS,RAJASTHAN,48187,59832,2405,52232,6484,2818,48125
BAHRAICH,2023-2024,125,9,12,IGNOAPS,"UTTAR PRADESH",66962,114136,26056,57632,71497,16279,258
BASTI,2023-2024,131,9,12,IGNOAPS,"UTTAR PRADESH",80263,132624,23989,74819,76086,32492,50
FIROZABAD,2023-2024,143,9,12,IGNOAPS,"UTTAR PRADESH",51466,66840,10900,34520,40358,15255,28
GHAZIPUR,2023-2024,146,9,12,IGNOAPS,"UTTAR PRADESH",80511,127054,14178,67764,74175,37738,926
GONDA,2023-2024,147,9,12,IGNOAPS,"UTTAR PRADESH",85191,141268,43714,76340,74386,22862,105
JALAUN,2023-2024,151,9,12,IGNOAPS,"UTTAR PRADESH",58738,88745,18160,44538,37300,33153,24
"KANPUR DEHAT",2023-2024,156,9,12,IGNOAPS,"UTTAR PRADESH",63583,91342,19254,55761,44456,27520,59
"KANPUR NAGAR",2023-2024,157,9,12,IGNOAPS,"UTTAR PRADESH",72098,122337,35004,52121,47033,40198,100
"KUSHI NAGAR",2023-2024,160,9,12,IGNOAPS,"UTTAR PRADESH",95874,176006,23452,78375,120953,30403,284
MAINPURI,2023-2024,166,9,12,IGNOAPS,"UTTAR PRADESH",75312,120497,14221,65745,81392,24852,17
SHAHJAHANPUR,2023-2024,180,9,12,IGNOAPS,"UTTAR PRADESH",80628,145987,49552,66762,61352,34888,152
"KANSHI RAM NAGAR",2023-2024,633,9,12,IGNOAPS,"UTTAR PRADESH",9655,17852,3638,7761,9454,4754,5
PULWAMA,2024-2025,11,1,10,IGNOAPS,"JAMMU AND KASHMIR",5151,5155,4566,4360,386,1,202
RAJAURI,2024-2025,12,1,10,IGNOAPS,"JAMMU AND KASHMIR",8065,8580,8075,891,31,14,460
KULGAM,2024-2025,622,1,10,IGNOAPS,"JAMMU AND KASHMIR",4440,4443,4050,3409,296,47,50
BANDIPORA,2024-2025,623,1,10,IGNOAPS,"JAMMU AND KASHMIR",4737,4776,4048,1653,48,5,675
KATHUA,2024-2025,7,1,10,IGNOAPS,"JAMMU AND KASHMIR",4854,4921,2959,180,449,1337,176
KUPWARA,2024-2025,8,1,10,IGNOAPS,"JAMMU AND KASHMIR",9874,9878,5747,6505,3372,62,697
ROHTAS,2024-2025,215,10,10,IGNOAPS,BIHAR,75784,93121,83449,75651,3274,5963,435
SITAMARHI,2024-2025,221,10,10,IGNOAPS,BIHAR,89738,127983,86167,104239,24017,16937,862
"UPPER DIBANG VALLEY",2024-2025,230,12,10,IGNOAPS,"ARUNACHAL PRADESH",160,242,0,0,0,0,242
"LOWER SUBANSIRI",2024-2025,236,12,10,IGNOAPS,"ARUNACHAL PRADESH",1187,2139,0,0,0,0,2139
TAWANG,2024-2025,238,12,10,IGNOAPS,"ARUNACHAL PRADESH",1505,2141,0,81,0,0,2141
LONGDING,2024-2025,666,12,10,IGNOAPS,"ARUNACHAL PRADESH",900,1063,0,2,0,0,1063
SIANG,2024-2025,679,12,10,IGNOAPS,"ARUNACHAL PRADESH",356,888,0,0,0,0,888
"SHI YOMI",2024-2025,725,12,10,IGNOAPS,"ARUNACHAL PRADESH",339,785,0,63,0,0,785
WOKHA,2024-2025,250,13,10,IGNOAPS,NAGALAND,0,5839,0,0,0,16,5823
BISHNUPUR,2024-2025,252,14,10,IGNOAPS,MANIPUR,4309,5649,4848,4323,221,554,26
TAMENGLONG,2024-2025,258,14,10,IGNOAPS,MANIPUR,1391,2442,84,524,0,0,2358
UKHRUL,2024-2025,260,14,10,IGNOAPS,MANIPUR,3572,3811,61,499,0,2,3748
CHAMPHAI,2024-2025,262,15,10,IGNOAPS,MIZORAM,1546,1814,17,1616,0,2,1795
KOLASIB,2024-2025,263,15,10,IGNOAPS,MIZORAM,1026,1084,43,892,0,3,1038
DHALAI,2024-2025,269,16,10,IGNOAPS,TRIPURA,11707,18650,4641,1236,1270,3140,9599
"WEST TRIPURA",2024-2025,272,16,10,IGNOAPS,TRIPURA,14870,22319,8847,3379,2818,2814,7840
"EAST KHASI HILLS",2024-2025,274,17,10,IGNOAPS,MEGHALAYA,4444,8159,387,2543,32,78,7662
"SOUTH WEST GARO HILLS",2024-2025,663,17,10,IGNOAPS,MEGHALAYA,1803,2248,429,6,47,31,1741
SONITPUR,2024-2025,301,18,10,IGNOAPS,ASSAM,13611,21101,18505,13949,1515,435,646
TINSUKIA,2024-2025,302,18,10,IGNOAPS,ASSAM,17560,21940,14847,21910,4872,592,1629
JALPAIGURI,2024-2025,314,19,10,IGNOAPS,"WEST BENGAL",32182,33802,16048,32607,667,15160,1909
MALDAH,2024-2025,316,19,10,IGNOAPS,"WEST BENGAL",48367,49689,38240,49103,405,9160,1837
MURSHIDABAD,2024-2025,319,19,10,IGNOAPS,"WEST BENGAL",128146,131706,111295,127691,3062,14589,1340
GODDA,2024-2025,330,20,10,IGNOAPS,JHARKHAND,54709,56521,12033,9608,32216,4785,7487
HAZARIBAG,2024-2025,332,20,10,IGNOAPS,JHARKHAND,41363,42148,29249,31304,6191,6377,331
PAKUR,2024-2025,337,20,10,IGNOAPS,JHARKHAND,17606,17697,3436,17672,7843,449,5969
RANCHI,2024-2025,339,20,10,IGNOAPS,JHARKHAND,52977,54116,11164,26490,13267,4611,25074
BALESHWAR,2024-2025,346,21,10,IGNOAPS,ODISHA,73145,73383,57768,29555,8569,5206,1840
BOUDH,2024-2025,349,21,10,IGNOAPS,ODISHA,13711,13972,9000,5042,2802,1549,621
JAJPUR,2024-2025,356,21,10,IGNOAPS,ODISHA,59841,60027,39198,22607,12955,7013,861
JHARSUGUDA,2024-2025,357,21,10,IGNOAPS,ODISHA,16191,16569,6943,11556,3041,2288,4297
KORAPUT,2024-2025,363,21,10,IGNOAPS,ODISHA,63859,65647,16724,33694,5466,9025,34432
SAMBALPUR,2024-2025,371,21,10,IGNOAPS,ODISHA,31242,31387,12209,25444,5257,4912,9009
DURG,2024-2025,378,22,10,IGNOAPS,CHHATTISGARH,30426,30671,17310,19427,10863,1568,930
KANKER,2024-2025,381,22,10,IGNOAPS,CHHATTISGARH,10795,12596,4654,6478,2834,618,4490
KABIRDHAM,2024-2025,382,22,10,IGNOAPS,CHHATTISGARH,21373,22005,3669,8769,11552,3264,3520
SUKMA,2024-2025,642,22,10,IGNOAPS,CHHATTISGARH,5086,6422,447,1104,571,135,5269
SURAJPUR,2024-2025,648,22,10,IGNOAPS,CHHATTISGARH,15416,16196,4974,5446,4994,1014,5214
"MANENDRAGARH CHIRMIRI BHARATPUR",2024-2025,760,22,10,IGNOAPS,CHHATTISGARH,7907,8120,2313,2752,1626,576,3605
"MOHLA MANPUR AMBAGARH CHOUKI",2024-2025,761,22,10,IGNOAPS,CHHATTISGARH,4808,4919,1037,1837,1256,323,2303
ANUPPUR,2024-2025,390,23,10,IGNOAPS,"MADHYA PRADESH",12887,24354,1748,10205,7601,2799,12206
BHIND,2024-2025,395,23,10,IGNOAPS,"MADHYA PRADESH",21035,35256,8010,19805,15733,11390,123
CHHATARPUR,2024-2025,398,23,10,IGNOAPS,"MADHYA PRADESH",50356,61475,6879,25868,29764,20285,4547
GWALIOR,2024-2025,407,23,10,IGNOAPS,"MADHYA PRADESH",15909,20318,1585,8557,9853,6930,1950
HARDA,2024-2025,408,23,10,IGNOAPS,"MADHYA PRADESH",8057,15524,1118,6788,5409,3901,5096
INDORE,2024-2025,410,23,10,IGNOAPS,"MADHYA PRADESH",22027,26191,3435,9140,9735,8276,4745
KATNI,2024-2025,413,23,10,IGNOAPS,"MADHYA PRADESH",32908,54789,5992,25248,25003,8475,15319
RAJGARH,2024-2025,422,23,10,IGNOAPS,"MADHYA PRADESH",80392,126940,10400,37037,84472,27897,4171
SHAJAPUR,2024-2025,430,23,10,IGNOAPS,"MADHYA PRADESH",36078,43210,5352,18412,20121,15907,1830
SHIVPURI,2024-2025,432,23,10,IGNOAPS,"MADHYA PRADESH",36726,55266,3180,24459,25869,15003,11214
SINGRAULI,2024-2025,638,23,10,IGNOAPS,"MADHYA PRADESH",23684,65659,4858,30093,28088,8584,24129
ALIRAJPUR,2024-2025,639,23,10,IGNOAPS,"MADHYA PRADESH",7186,16530,101,6497,287,647,15495
AMRELI,2024-2025,439,24,10,IGNOAPS,GUJARAT,16647,17006,3656,10308,10472,2748,127
"BANAS KANTHA",2024-2025,441,24,10,IGNOAPS,GUJARAT,42816,44124,8074,12584,23609,7480,4874
NARMADA,2024-2025,452,24,10,IGNOAPS,GUJARAT,30930,34836,4211,15721,1002,1071,28550
"PANCH MAHALS",2024-2025,454,24,10,IGNOAPS,GUJARAT,29350,29764,20841,29099,2777,1242,4904
VADODARA,2024-2025,461,24,10,IGNOAPS,GUJARAT,24640,24795,20252,10185,1541,1154,1802
MAHISAGAR,2024-2025,669,24,10,IGNOAPS,GUJARAT,29245,29989,12455,13497,7254,1204,9068
MORBI,2024-2025,673,24,10,IGNOAPS,GUJARAT,4747,4805,2069,3396,2105,588,13
"DEVBHUMI DWARKA",2024-2025,674,24,10,IGNOAPS,GUJARAT,2508,2572,1121,2179,1067,304,80
AURANGABAD,2024-2025,469,27,10,IGNOAPS,MAHARASHTRA,31470,35412,35334,10952,21,44,13
BEED,2024-2025,470,27,10,IGNOAPS,MAHARASHTRA,16835,21526,20116,175,707,688,15
CHANDRAPUR,2024-2025,473,27,10,IGNOAPS,MAHARASHTRA,44910,49747,43746,22030,3088,1337,1576
KOLHAPUR,2024-2025,480,27,10,IGNOAPS,MAHARASHTRA,18496,21770,18705,6643,1416,1552,97
RAIGAD,2024-2025,491,27,10,IGNOAPS,MAHARASHTRA,6593,6712,3142,1381,1886,379,1305
YAVATMAL,2024-2025,500,27,10,IGNOAPS,MAHARASHTRA,33088,34372,24022,9531,5647,2446,2257
PALGHAR,2024-2025,665,27,10,IGNOAPS,MAHARASHTRA,31501,34499,5477,5359,822,1407,26793
GUNTUR,2024-2025,506,28,10,IGNOAPS,"ANDHRA PRADESH",82629,116472,62123,80199,28779,19134,6436
SRIKAKULAM,2024-2025,519,28,10,IGNOAPS,"ANDHRA PRADESH",90665,124269,29888,83921,82531,6660,5190
VIZIANAGARAM,2024-2025,521,28,10,IGNOAPS,"ANDHRA PRADESH",48570,62203,6811,51555,43046,5454,6892
"WEST GODAVARI",2024-2025,523,28,10,IGNOAPS,"ANDHRA PRADESH",73446,100088,43793,72847,35023,18287,2985
"Parvathipuram Manyam",2024-2025,743,28,10,IGNOAPS,"ANDHRA PRADESH",11629,11631,2973,11617,6555,1217,886
BAGALKOTE,2024-2025,524,29,10,IGNOAPS,KARNATAKA,26098,29191,11376,20430,14118,2842,855
"DAKSHINA KANNADA",2024-2025,534,29,10,IGNOAPS,KARNATAKA,22165,22604,7161,18074,13342,1133,968
HASSAN,2024-2025,539,29,10,IGNOAPS,KARNATAKA,54855,56132,14272,48171,35398,5866,596
KODAGU,2024-2025,541,29,10,IGNOAPS,KARNATAKA,13488,13861,6511,11738,5445,1318,587
KOLAR,2024-2025,542,29,10,IGNOAPS,KARNATAKA,22444,23244,10813,19663,7585,3915,931
RAICHUR,2024-2025,546,29,10,IGNOAPS,KARNATAKA,27645,28379,8233,23696,14414,2662,3070
SHIMOGA,2024-2025,547,29,10,IGNOAPS,KARNATAKA,21118,21898,7669,17651,10835,2656,738
"FATEHGARH SAHIB",2024-2025,30,3,10,IGNOAPS,PUNJAB,1672,2420,1730,2420,109,581,0
PATIALA,2024-2025,41,3,10,IGNOAPS,PUNJAB,5848,10166,9090,7008,519,553,4
RUPNAGAR,2024-2025,42,3,10,IGNOAPS,PUNJAB,1300,2451,2443,2402,1,7,0
"TARAN TARAN",2024-2025,609,3,10,IGNOAPS,PUNJAB,1180,2199,2172,1815,1,25,1
"NORTH GOA",2024-2025,551,30,10,IGNOAPS,GOA,4048,4361,2657,14,1299,130,275
"SOUTH GOA",2024-2025,552,30,10,IGNOAPS,GOA,2341,2952,1265,297,420,44,1223
"LAKSHADWEEP DISTRICT",2024-2025,553,31,10,IGNOAPS,LAKSHADWEEP,118,120,23,1,1,0,96
ERNAKULAM,2024-2025,555,32,10,IGNOAPS,KERALA,44510,45252,42060,33996,0,2994,198
KANNUR,2024-2025,557,32,10,IGNOAPS,KERALA,30907,31304,30541,25627,0,542,221
KOTTAYAM,2024-2025,560,32,10,IGNOAPS,KERALA,33557,34038,31241,23841,0,2275,522
MALAPPURAM,2024-2025,562,32,10,IGNOAPS,KERALA,28215,28856,27219,23981,0,1567,70
PALAKKAD,2024-2025,563,32,10,IGNOAPS,KERALA,21034,21550,19744,13952,0,1453,353
PATHANAMTHITTA,2024-2025,564,32,10,IGNOAPS,KERALA,19853,20261,17986,11758,0,2123,152
CUDDALORE,2024-2025,570,33,10,IGNOAPS,"TAMIL NADU",54308,60041,1913,25740,39813,18152,163
SIVAGANGAI,2024-2025,585,33,10,IGNOAPS,"TAMIL NADU",24121,26180,7169,25584,15006,4005,0
TIRUNELVELI,2024-2025,592,33,10,IGNOAPS,"TAMIL NADU",28054,29941,7743,28884,15255,6886,57
THOOTHUKKUDI,2024-2025,594,33,10,IGNOAPS,"TAMIL NADU",13086,14349,858,11567,10637,2854,0
PONDICHERRY,2024-2025,600,34,10,IGNOAPS,PUDUCHERRY,1767,17713,14957,8,175,2515,66
"SOUTH ANDAMANS",2024-2025,602,35,10,IGNOAPS,"ANDAMAN AND NICOBAR",440,440,438,433,2,0,0
RAMBAN,2024-2025,621,1,09,IGNOAPS,"JAMMU AND KASHMIR",2115,2326,2196,1989,0,38,92
BANDIPORA,2024-2025,623,1,09,IGNOAPS,"JAMMU AND KASHMIR",4544,4592,3864,1479,48,5,675
GAYA,2024-2025,196,10,09,IGNOAPS,BIHAR,115056,148983,82891,109901,3933,61247,912
JEHANABAD,2024-2025,199,10,09,IGNOAPS,BIHAR,28423,34720,10949,26698,17631,4330,1810
"KAIMUR (BHABUA)",2024-2025,200,10,09,IGNOAPS,BIHAR,38240,60169,31592,50931,11716,14603,2258
KHAGARIA,2024-2025,202,10,09,IGNOAPS,BIHAR,39617,54331,45801,45170,2836,5044,650
PURNIA,2024-2025,214,10,09,IGNOAPS,BIHAR,83661,115254,37450,92621,63282,9843,4679
SIWAN,2024-2025,222,10,09,IGNOAPS,BIHAR,71930,98177,39740,82855,30124,22994,5319
SUPAUL,2024-2025,223,10,09,IGNOAPS,BIHAR,52779,73036,44447,63830,19637,8568,384
"EAST DISTRICT",2024-2025,225,11,09,IGNOAPS,SIKKIM,1,6686,0,2702,6685,0,1
"SOUTH DISTRICT",2024-2025,227,11,09,IGNOAPS,SIKKIM,0,4377,1368,2754,1518,194,1297
CHANGLANG,2024-2025,229,12,09,IGNOAPS,"ARUNACHAL PRADESH",1761,2469,0,2268,0,0,2469
"EAST KAMENG",2024-2025,231,12,09,IGNOAPS,"ARUNACHAL PRADESH",911,1461,0,0,0,0,1461
"LOWER SUBANSIRI",2024-2025,236,12,09,IGNOAPS,"ARUNACHAL PRADESH",1187,2139,0,0,0,0,2139
TIRAP,2024-2025,239,12,09,IGNOAPS,"ARUNACHAL PRADESH",1342,2860,0,0,0,0,2860
"KRA DAADI",2024-2025,677,12,09,IGNOAPS,"ARUNACHAL PRADESH",836,1458,0,0,0,0,1458
SIANG,2024-2025,679,12,09,IGNOAPS,"ARUNACHAL PRADESH",356,888,0,0,0,0,888
PHEK,2024-2025,248,13,09,IGNOAPS,NAGALAND,983,6351,0,45,0,0,6351
CHANDEL,2024-2025,253,14,09,IGNOAPS,MANIPUR,993,1991,48,153,63,0,1880
THOUBAL,2024-2025,259,14,09,IGNOAPS,MANIPUR,5711,8374,6940,1219,1041,378,15
SERCHHIP,2024-2025,268,15,09,IGNOAPS,MIZORAM,1276,1367,77,1288,1,2,1287
KHOWAI,2024-2025,652,16,09,IGNOAPS,TRIPURA,9368,12628,2929,4032,2130,1973,5596
GOLAGHAT,2024-2025,288,18,09,IGNOAPS,ASSAM,15083,20472,16961,16022,2132,478,901
"KARBI ANGLONG",2024-2025,292,18,09,IGNOAPS,ASSAM,9556,15574,1836,8094,2949,974,9815
KOKRAJHAR,2024-2025,294,18,09,IGNOAPS,ASSAM,15880,21663,7601,17177,3319,811,9932
MORIGAON,2024-2025,296,18,09,IGNOAPS,ASSAM,14122,21701,16178,9934,1736,1853,1934
SIVASAGAR,2024-2025,300,18,09,IGNOAPS,ASSAM,13301,17194,7572,15425,8163,891,568
SONITPUR,2024-2025,301,18,09,IGNOAPS,ASSAM,13595,21187,18579,14012,1519,443,646
MAJULI,2024-2025,706,18,09,IGNOAPS,ASSAM,5551,5790,2763,5721,622,688,1717
HOJAI,2024-2025,709,18,09,IGNOAPS,ASSAM,10219,15647,13881,12142,277,1321,168
"PURBA BURDWAN",2024-2025,306,19,09,IGNOAPS,"WEST BENGAL",67265,69003,39412,61332,1128,23936,4286
BIRBHUM,2024-2025,307,19,09,IGNOAPS,"WEST BENGAL",83774,86340,57360,75877,1999,23789,3007
"DINAJPUR UTTAR",2024-2025,311,19,09,IGNOAPS,"WEST BENGAL",45358,46552,34985,44702,468,9933,1165
HOWRAH,2024-2025,313,19,09,IGNOAPS,"WEST BENGAL",29785,30459,24046,29396,207,6094,107
"PURBA MEDINIPUR",2024-2025,317,19,09,IGNOAPS,"WEST BENGAL",47448,48225,40050,46840,557,7014,465
KALIMPONG,2024-2025,702,19,09,IGNOAPS,"WEST BENGAL",2500,2524,1566,2523,34,181,743
KANGRA,2024-2025,18,2,09,IGNOAPS,"HIMACHAL PRADESH",7918,22594,9070,0,6340,5886,1298
UNA,2024-2025,26,2,09,IGNOAPS,"HIMACHAL PRADESH",2089,6047,2031,0,1944,1900,172
GARHWA,2024-2025,328,20,09,IGNOAPS,JHARKHAND,61089,62411,14183,17294,27263,15238,5727
GIRIDIH,2024-2025,329,20,09,IGNOAPS,JHARKHAND,57781,59091,16117,29998,31994,7079,3901
GUMLA,2024-2025,331,20,09,IGNOAPS,JHARKHAND,25875,26614,2633,19422,5521,1244,17216
JAMTARA,2024-2025,333,20,09,IGNOAPS,JHARKHAND,33756,34354,3635,32358,19188,2727,8804
BARGARH,2024-2025,347,21,09,IGNOAPS,ODISHA,50862,51042,27125,26408,12574,5746,5597
BHADRAK,2024-2025,348,21,09,IGNOAPS,ODISHA,46619,46943,30772,36342,9713,6053,405
DHENKANAL,2024-2025,352,21,09,IGNOAPS,ODISHA,43230,43269,28180,25656,8164,4923,2002
GANJAM,2024-2025,354,21,09,IGNOAPS,ODISHA,90386,93150,56182,38884,23251,12008,1709
JAGATSINGHAPUR,2024-2025,355,21,09,IGNOAPS,ODISHA,41214,42378,26797,18891,9663,5859,59
KENDRAPARA,2024-2025,360,21,09,IGNOAPS,ODISHA,62965,63145,34234,35297,19146,9585,180
KORAPUT,2024-2025,363,21,09,IGNOAPS,ODISHA,63853,65653,16747,33609,5442,9024,34440
MALKANGIRI,2024-2025,364,21,09,IGNOAPS,ODISHA,29312,29340,11644,11163,311,5337,12048
NABARANGAPUR,2024-2025,366,21,09,IGNOAPS,ODISHA,49489,50776,17884,15283,6871,7301,18720
BILASPUR,2024-2025,375,22,09,IGNOAPS,CHHATTISGARH,40358,43128,24641,19090,12375,3805,2307
JASHPUR,2024-2025,380,22,09,IGNOAPS,CHHATTISGARH,21184,24005,4045,11972,4854,1783,13323
MAHASAMUND,2024-2025,385,22,09,IGNOAPS,CHHATTISGARH,33204,34214,5300,12770,15529,4734,8651
ANUPPUR,2024-2025,390,23,09,IGNOAPS,"MADHYA PRADESH",12884,24354,1748,10205,7601,2799,12206
BARWANI,2024-2025,393,23,09,IGNOAPS,"MADHYA PRADESH",35385,63751,1582,20807,11616,4683,45870
BHIND,2024-2025,395,23,09,IGNOAPS,"MADHYA PRADESH",21035,35256,8010,19805,15733,11390,123
GUNA,2024-2025,406,23,09,IGNOAPS,"MADHYA PRADESH",41547,50776,3248,20648,26138,11156,10234
GWALIOR,2024-2025,407,23,09,IGNOAPS,"MADHYA PRADESH",15909,20318,1585,8557,9853,6930,1950
JHABUA,2024-2025,412,23,09,IGNOAPS,"MADHYA PRADESH",26418,38053,383,13702,1014,709,35947
KATNI,2024-2025,413,23,09,IGNOAPS,"MADHYA PRADESH",32754,54789,5992,25248,25003,8475,15319
KHARGONE,2024-2025,414,23,09,IGNOAPS,"MADHYA PRADESH",36592,68624,5716,28829,26776,14489,21643
RAJGARH,2024-2025,422,23,09,IGNOAPS,"MADHYA PRADESH",79105,126940,10400,37037,84472,27897,4171
SATNA,2024-2025,426,23,09,IGNOAPS,"MADHYA PRADESH",95688,129666,27272,48237,51111,27328,23955
SEHORE,2024-2025,427,23,09,IGNOAPS,"MADHYA PRADESH",41559,67391,7385,19501,32019,20712,7275
ALIRAJPUR,2024-2025,639,23,09,IGNOAPS,"MADHYA PRADESH",7186,16530,101,6497,287,647,15495
"AGAR MALWA",2024-2025,667,23,09,IGNOAPS,"MADHYA PRADESH",4732,17258,1911,342,8721,5947,679
PATAN,2024-2025,455,24,09,IGNOAPS,GUJARAT,17006,18195,5678,11542,10196,2096,194
RAJKOT,2024-2025,457,24,09,IGNOAPS,GUJARAT,12513,12560,4683,12447,4962,2297,603
VALSAD,2024-2025,462,24,09,IGNOAPS,GUJARAT,38269,38629,3498,36577,991,709,33430
"CHHOTA UDEPUR",2024-2025,668,24,09,IGNOAPS,GUJARAT,18160,20893,1842,7595,592,760,17698
BOTAD,2024-2025,676,24,09,IGNOAPS,GUJARAT,5502,5536,414,5536,4423,661,38
BHANDARA,2024-2025,471,27,09,IGNOAPS,MAHARASHTRA,38587,40673,19575,40092,15447,4447,1204
GONDIA,2024-2025,476,27,09,IGNOAPS,MAHARASHTRA,21957,25295,11347,9496,8479,3553,1916
JALNA,2024-2025,479,27,09,IGNOAPS,MAHARASHTRA,35083,37598,35652,24295,987,800,159
ANANTAPUR,2024-2025,502,28,09,IGNOAPS,"ANDHRA PRADESH",111254,151385,57134,99118,70866,17408,5977
"EAST GODAVARI",2024-2025,505,28,09,IGNOAPS,"ANDHRA PRADESH",93882,131859,63390,91940,44444,19614,4411
