district_name,fin_year,lgd_district_code,lgd_state_code,mnth,scheme_code,state_name,total_aadhar,total_beneficiaries,total_gen,total_mobileno,total_obc,total_sc,total_st
AKOLA,2023-2024,467,27,11,IGNOAPS,MAHARASHTRA,18060,19541,19521,1,4,16,0
BHANDARA,2023-2024,471,27,11,IGNOAPS,MAHARASHTRA,39079,41315,20188,40777,15435,4533,1159
BULDHANA,2023-2024,472,27,11,IGNOAPS,MAHARASHTRA,44074,48296,47407,4887,161,717,11
GONDIA,2023-2024,476,27,11,IGNOAPS,MAHARASHTRA,21709,24629,10662,8064,8527,3551,1889
JALGAON,2023-2024,478,27,11,IGNOAPS,MAHARASHTRA,79950,85997,77347,32449,5125,2218,1307
LATUR,2023-2024,481,27,11,IGNOAPS,MAHARASHTRA,61193,72046,46425,6701,14077,9866,1678
MUMBAI,2023-2024,482,27,11,IGNOAPS,MAHARASHTRA,156,158,128,65,15,15,0
NANDED,2023-2024,485,27,11,IGNOAPS,MAHARASHTRA,26329,28603,26000,2468,448,2026,129
PARBHANI,2023-2024,489,27,11,IGNOAPS,MAHARASHTRA,31658,36740,35061,2260,417,1127,135
SATARA,2023-2024,494,27,11,IGNOAPS,MAHARASHTRA,5208,5622,4613,4327,814,173,22
SINDHUDURG,2023-2024,495,27,11,IGNOAPS,MAHARASHTRA,4009,4058,3311,1383,539,183,25
SOLAPUR,2023-2024,496,27,11,IGNOAPS,MAHARASHTRA,20394,26263,22141,3845,2147,1745,230
CHITTOOR,2023-2024,503,28,11,IGNOAPS,"ANDHRA PRADESH",108524,147942,68476,101527,51396,22911,5159
"WEST GODAVARI",2023-2024,523,28,11,IGNOAPS,"ANDHRA PRADESH",73366,99996,43701,72498,35023,18287,2985
Anakapalli,2023-2024,744,28,11,IGNOAPS,"ANDHRA PRADESH",19299,19299,7423,19260,8805,2200,871
"CHAMARAJA NAGARA",2023-2024,531,29,11,IGNOAPS,KARNATAKA,26262,27639,548,18058,25241,1399,451
DHARWAR,2023-2024,536,29,11,IGNOAPS,KARNATAKA,7002,7183,773,4747,6059,180,171
KOLAR,2023-2024,542,29,11,IGNOAPS,KARNATAKA,15372,16323,6328,12159,7679,1859,457
RAICHUR,2023-2024,546,29,11,IGNOAPS,KARNATAKA,19128,20237,2949,14731,14635,1319,1334
SHIMOGA,2023-2024,547,29,11,IGNOAPS,KARNATAKA,14646,15611,2889,10861,11031,1380,311
UDUPI,2023-2024,549,29,11,IGNOAPS,KARNATAKA,18851,19113,599,11969,16880,880,754
GURDASPUR,2023-2024,32,3,11,IGNOAPS,PUNJAB,3422,7321,7285,6074,10,26,0
LUDHIANA,2023-2024,36,3,11,IGNOAPS,PUNJAB,3941,7527,7308,6817,17,202,0
BARNALA,2023-2024,605,3,11,IGNOAPS,PUNJAB,1698,3557,3460,3526,17,80,0
PATHANKOT,2023-2024,662,3,11,IGNOAPS,PUNJAB,1708,3567,3244,3180,46,276,1
IDUKKI,2023-2024,556,32,11,IGNOAPS,KERALA,26874,27299,22026,15498,0,4252,1021
KASARAGOD,2023-2024,558,32,11,IGNOAPS,KERALA,10639,10857,10089,8209,0,309,459
KOZHIKODE,2023-2024,561,32,11,IGNOAPS,KERALA,29683,30231,28986,23140,0,1135,110
MALAPPURAM,2023-2024,562,32,11,IGNOAPS,KERALA,28234,28856,27219,23981,0,1567,70
CUDDALORE,2023-2024,570,33,11,IGNOAPS,"TAMIL NADU",51297,63505,2068,23840,42076,19195,166
NAMAKKAL,2023-2024,580,33,11,IGNOAPS,"TAMIL NADU",35383,42136,178,38913,30851,10184,923
THANJAVUR,2023-2024,586,33,11,IGNOAPS,"TAMIL NADU",24499,26599,11620,24098,8996,5973,10
"SOUTH ANDAMANS",2023-2024,602,35,11,IGNOAPS,"ANDAMAN AND NICOBAR",874,1067,1067,1054,0,0,0
ADILABAD,2023-2024,501,36,11,IGNOAPS,TELANGANA,12136,16195,1471,14784,8794,2469,3461
NIZAMABAD,2023-2024,516,36,11,IGNOAPS,TELANGANA,21541,26918,2114,26515,18041,4619,2144
MULUGU,2023-2024,720,36,11,IGNOAPS,TELANGANA,2815,3435,186,2782,1799,553,897
ALMORA,2023-2024,45,5,11,IGNOAPS,UTTARAKHAND,13270,24432,17146,8284,306,6969,11
CHAMOLI,2023-2024,47,5,11,IGNOAPS,UTTARAKHAND,4060,11359,8157,2074,77,2764,361
NAINITAL,2023-2024,51,5,11,IGNOAPS,UTTARAKHAND,7740,13904,9700,8603,74,4054,76
PITHORAGARH,2023-2024,53,5,11,IGNOAPS,UTTARAKHAND,3712,8365,5269,1513,155,2862,79
MEWAT,2023-2024,604,6,11,IGNOAPS,HARYANA,8718,14016,6387,6276,6521,1108,0
ROHTAK,2023-2024,73,6,11,IGNOAPS,HARYANA,6908,9507,5319,4977,1619,2569,0
"NORTH WEST- II",2023-2024,671,7,11,IGNOAPS,DELHI,11868,11871,11871,1012,0,0,0
CENTRAL,2023-2024,77,7,11,IGNOAPS,DELHI,7199,7211,7211,454,0,0,0
JHALAWAR,2023-2024,105,8,11,IGNOAPS,RAJASTHAN,19031,20631,1874,18949,10426,5570,2761
JODHPUR,2023-2024,107,8,11,IGNOAPS,RAJASTHAN,22849,28499,7138,24179,13191,6531,1639
KAROULI,2023-2024,108,8,11,IGNOAPS,RAJASTHAN,22253,25859,3801,23824,9935,7165,4958
NAGAUR,2023-2024,110,8,11,IGNOAPS,RAJASTHAN,17830,20162,3372,18316,9573,7118,99
RAJSAMAND,2023-2024,112,8,11,IGNOAPS,RAJASTHAN,14672,18363,2315,15237,9240,3033,3775
SIKAR,2023-2024,114,8,11,IGNOAPS,RAJASTHAN,11014,12751,2564,11383,6084,3599,504
SIROHI,2023-2024,115,8,11,IGNOAPS,RAJASTHAN,6616,7446,457,6531,1587,1601,3801
BARMER,2023-2024,90,8,11,IGNOAPS,RAJASTHAN,44941,51527,9635,45270,27763,10030,4099
DUNGARPUR,2023-2024,99,8,11,IGNOAPS,RAJASTHAN,48187,59832,2405,52232,6484,2818,48125
ALIGARH,2023-2024,119,9,11,IGNOAPS,"UTTAR PRADESH",51392,86187,15176,43042,42594,28003,72
AURAIYA,2023-2024,122,9,11,IGNOAPS,"UTTAR PRADESH",24930,55835,10750,20618,24591,20479,12
BAGHPAT,2023-2024,124,9,11,IGNOAPS,"UTTAR PRADESH",19406,47716,7891,14291,33326,6430,26
FARRUKHABAD,2023-2024,141,9,11,IGNOAPS,"UTTAR PRADESH",42487,64075,12821,28344,38840,12295,44
FATEHPUR,2023-2024,142,9,11,IGNOAPS,"UTTAR PRADESH",53241,76639,14101,45446,37677,24788,56
"KANPUR DEHAT",2023-2024,156,9,11,IGNOAPS,"UTTAR PRADESH",63583,91342,19254,55761,44456,27520,59
KAUSHAMBI,2023-2024,158,9,11,IGNOAPS,"UTTAR PRADESH",60210,90294,13932,48409,32272,44047,40
LALITPUR,2023-2024,161,9,11,IGNOAPS,"UTTAR PRADESH",34376,57016,7176,30691,34106,12910,2824
LUCKNOW,2023-2024,162,9,11,IGNOAPS,"UTTAR PRADESH",58465,123704,25609,42489,38861,58539,562
MATHURA,2023-2024,167,9,11,IGNOAPS,"UTTAR PRADESH",49268,87899,20904,39764,41749,25002,199
SHAHJAHANPUR,2023-2024,180,9,11,IGNOAPS,"UTTAR PRADESH",80628,145987,49552,66762,61352,34888,152
SULTANPUR,2023-2024,185,9,11,IGNOAPS,"UTTAR PRADESH",68744,106871,27576,62662,47151,31902,93
AMETHI,2023-2024,640,9,11,IGNOAPS,"UTTAR PRADESH",10968,29884,10524,7186,14332,4931,2
UDHAMPUR,2023-2024,14,1,11,IGNOAPS,"JAMMU AND KASHMIR",3492,5784,4467,1610,97,901,319
DODA,2023-2024,4,1,11,IGNOAPS,"JAMMU AND KASHMIR",7238,8617,7506,567,127,567,417
KULGAM,2023-2024,622,1,11,IGNOAPS,"JAMMU AND KASHMIR",1527,4537,3983,0,392,67,95
KATHUA,2023-2024,7,1,11,IGNOAPS,"JAMMU AND KASHMIR",3959,4590,2251,6,537,1599,203
AURANAGABAD,2023-2024,189,10,11,IGNOAPS,BIHAR,43992,66486,43590,50309,667,21599,630
BANKA,2023-2024,190,10,11,IGNOAPS,BIHAR,48604,63718,50483,53394,3816,8199,1220
GOPALGANJ,2023-2024,197,10,11,IGNOAPS,BIHAR,37717,63573,25578,55428,22531,12700,2764
JEHANABAD,2023-2024,199,10,11,IGNOAPS,BIHAR,28423,34720,10949,26698,17631,4330,1810
NALANDA,2023-2024,209,10,11,IGNOAPS,BIHAR,84384,120965,54603,98202,34181,30944,1237
NAWADA,2023-2024,210,10,11,IGNOAPS,BIHAR,54530,80091,16234,61885,32074,31349,434
SAHARSA,2023-2024,216,10,11,IGNOAPS,BIHAR,61730,81686,54118,66250,16054,11233,281
"NORTH DISTRICT",2023-2024,226,11,11,IGNOAPS,SIKKIM,0,844,19,0,5,6,814
"KURUNG KUMEY",2023-2024,233,12,11,IGNOAPS,"ARUNACHAL PRADESH",860,1909,0,0,0,0,1909
"LOWER DIBANG VALLEY",2023-2024,235,12,11,IGNOAPS,"ARUNACHAL PRADESH",1130,1470,0,167,0,0,1470
"LOWER SUBANSIRI",2023-2024,236,12,11,IGNOAPS,"ARUNACHAL PRADESH",1187,2139,0,0,0,0,2139
TAWANG,2023-2024,238,12,11,IGNOAPS,"ARUNACHAL PRADESH",1505,2141,0,81,0,0,2141
"WEST SIANG",2023-2024,243,12,11,IGNOAPS,"ARUNACHAL PRADESH",1656,3627,0,99,0,0,3627
LONGDING,2023-2024,666,12,11,IGNOAPS,"ARUNACHAL PRADESH",900,1063,0,2,0,0,1063
LEPARADA,2023-2024,724,12,11,IGNOAPS,"ARUNACHAL PRADESH",497,771,0,0,0,0,771
MOKOKCHUNG,2023-2024,246,13,11,IGNOAPS,NAGALAND,451,7294,0,192,0,3,7291
MON,2023-2024,247,13,11,IGNOAPS,NAGALAND,10,6594,0,0,0,15,6579
"IMPHAL EAST",2023-2024,255,14,11,IGNOAPS,MANIPUR,7569,9039,1293,146,7324,51,371
"IMPHAL WEST",2023-2024,256,14,11,IGNOAPS,MANIPUR,9040,10754,1887,4,8091,563,213
SERCHHIP,2023-2024,268,15,11,IGNOAPS,MIZORAM,1452,1582,90,1489,1,2,1489
UNAKOTI,2023-2024,655,16,11,IGNOAPS,TRIPURA,6512,11146,6031,9,1743,1230,2142
"SOUTH GARO HILLS",2023-2024,277,17,11,IGNOAPS,MEGHALAYA,284,4283,312,5,29,49,3892
"SOUTH WEST KHASI HILLS",2023-2024,658,17,11,IGNOAPS,MEGHALAYA,1936,2916,65,609,4,51,2796
DHEMAJI,2023-2024,284,18,11,IGNOAPS,ASSAM,12154,15149,3364,10838,5565,899,5321
DIBRUGARH,2023-2024,286,18,11,IGNOAPS,ASSAM,13683,22421,19978,16769,1779,225,439
GOLAGHAT,2023-2024,288,18,11,IGNOAPS,ASSAM,14785,22036,18349,10946,2269,495,923
KAMRUP,2023-2024,291,18,11,IGNOAPS,ASSAM,32056,43763,36529,22407,2141,2150,2943
"PURBA BURDWAN",2023-2024,306,19,11,IGNOAPS,"WEST BENGAL",68880,70155,38665,63185,1010,25617,4653
DARJEELING,2023-2024,309,19,11,IGNOAPS,"WEST BENGAL",12930,13769,7487,11818,323,3340,2619
"DINAJPUR UTTAR",2023-2024,311,19,11,IGNOAPS,"WEST BENGAL",44117,45820,33711,41444,482,10363,1264
HOOGHLY,2023-2024,312,19,11,IGNOAPS,"WEST BENGAL",59681,61607,34203,56529,3534,20930,2919
HOWRAH,2023-2024,313,19,11,IGNOAPS,"WEST BENGAL",31433,32378,25381,29757,214,6668,114
JALPAIGURI,2023-2024,314,19,11,IGNOAPS,"WEST BENGAL",31493,33288,14823,28516,671,15745,2041
MURSHIDABAD,2023-2024,319,19,11,IGNOAPS,"WEST BENGAL",122223,127417,107919,117022,2710,15229,1274
NADIA,2023-2024,320,19,11,IGNOAPS,"WEST BENGAL",73258,77557,57545,74614,538,17894,1573
ALIPURDUAR,2023-2024,664,19,11,IGNOAPS,"WEST BENGAL",16542,17080,6395,16427,2,7081,3594
KINNAUR,2023-2024,19,2,11,IGNOAPS,"HIMACHAL PRADESH",205,695,7,0,1,179,508
SHIMLA,2023-2024,23,2,11,IGNOAPS,"HIMACHAL PRADESH",4075,14877,10869,0,40,3940,28
SIRMAUR,2023-2024,24,2,11,IGNOAPS,"HIMACHAL PRADESH",1520,4767,2595,0,486,1611,75
CHATRA,2023-2024,323,20,11,IGNOAPS,JHARKHAND,29901,30193,6940,22923,15074,7667,512
GARHWA,2023-2024,328,20,11,IGNOAPS,JHARKHAND,62010,63303,14352,17113,27641,15488,5822
GUMLA,2023-2024,331,20,11,IGNOAPS,JHARKHAND,25838,26580,2635,19283,5520,1242,17183
RANCHI,2023-2024,339,20,11,IGNOAPS,JHARKHAND,54516,55692,11460,22261,13553,4734,25945
ANGUL,2023-2024,344,21,11,IGNOAPS,ODISHA,33242,33269,10742,28193,15354,4394,2779
DEOGARH,2023-2024,351,21,11,IGNOAPS,ODISHA,10788,10788,6048,5665,2224,1029,1487
GANJAM,2023-2024,354,21,11,IGNOAPS,ODISHA,91323,94062,57681,37533,22785,11929,1667
JHARSUGUDA,2023-2024,357,21,11,IGNOAPS,ODISHA,16088,16465,7103,11270,2945,2262,4155
NAYAGARH,2023-2024,367,21,11,IGNOAPS,ODISHA,35940,36693,24105,25879,9371,2233,983
RAYAGADA,2023-2024,370,21,11,IGNOAPS,ODISHA,45404,48153,15505,15685,4469,5467,22712
BASTAR,2023-2024,374,22,11,IGNOAPS,CHHATTISGARH,18891,19695,6584,8959,2137,998,9976
KANKER,2023-2024,381,22,11,IGNOAPS,CHHATTISGARH,11520,13412,4855,7092,2995,663,4899
RAIGARH,2023-2024,386,22,11,IGNOAPS,CHHATTISGARH,35528,36610,11086,10387,12562,3887,9075
SUKMA,2023-2024,642,22,11,IGNOAPS,CHHATTISGARH,4974,6385,442,1161,581,137,5225
BEMETARA,2023-2024,650,22,11,IGNOAPS,CHHATTISGARH,12377,14362,3385,3791,8847,1585,545
SAKTI,2023-2024,762,22,11,IGNOAPS,CHHATTISGARH,25136,26542,11973,6701,7765,4946,1858
ANUPPUR,2023-2024,390,23,11,IGNOAPS,"MADHYA PRADESH",12229,24354,1748,10205,7601,2799,12206
BHIND,2023-2024,395,23,11,IGNOAPS,"MADHYA PRADESH",21035,35256,8010,19805,15733,11390,123
BHOPAL,2023-2024,396,23,11,IGNOAPS,"MADHYA PRADESH",11936,37096,12446,7756,15326,7621,1703
BURHANPUR,2023-2024,397,23,11,IGNOAPS,"MADHYA PRADESH",13930,28774,3963,8001,15574,3073,6164
THENI,2023-2024,588,33,09,IGNOAPS,"TAMIL NADU",9249,14151,2466,7354,9610,2052,23
VIRUDHUNAGAR,2023-2024,597,33,09,IGNOAPS,"TAMIL NADU",24163,32999,2931,28373,24176,5867,25
ARIYALUR,2023-2024,610,33,09,IGNOAPS,"TAMIL NADU",12282,13265,4298,9753,4678,4188,101
MAHABUBNAGAR,2023-2024,512,36,09,IGNOAPS,TELANGANA,25865,28582,1526,25870,18208,5477,3371
NIRMAL,2023-2024,680,36,09,IGNOAPS,TELANGANA,13726,16439,1201,15303,10495,2944,1799
JANGOAN,2023-2024,689,36,09,IGNOAPS,TELANGANA,9745,12835,534,12415,8111,2441,1749
"BHADRADRI KOTHAGUDEM",2023-2024,690,36,09,IGNOAPS,TELANGANA,11354,11761,305,9421,6044,1606,3806
"JOGULAMBA GADWAL",2023-2024,695,36,09,IGNOAPS,TELANGANA,9529,11407,578,8706,8107,2531,191
HARIDWAR,2023-2024,50,5,09,IGNOAPS,UTTARAKHAND,9521,29260,12944,4628,6731,8821,764
"PAURI GARHWAL",2023-2024,52,5,09,IGNOAPS,UTTARAKHAND,6559,15771,12191,1958,46,3495,39
PITHORAGARH,2023-2024,53,5,09,IGNOAPS,UTTARAKHAND,3712,8365,5269,1513,155,2862,79
"UTTAR KASHI",2023-2024,57,5,09,IGNOAPS,UTTARAKHAND,2623,8891,6627,6077,318,1900,46
AMBALA,2023-2024,58,6,09,IGNOAPS,HARYANA,10385,13898,5501,8079,3837,4560,0
FATEHABAD,2023-2024,61,6,09,IGNOAPS,HARYANA,10724,16092,9369,7000,2275,4448,0
HISAR,2023-2024,63,6,09,IGNOAPS,HARYANA,14120,19794,10429,11754,3682,5683,0
"CHARKI DADRI",2023-2024,701,6,09,IGNOAPS,HARYANA,3799,5447,2810,3604,1146,1491,0
SIRSA,2023-2024,74,6,09,IGNOAPS,HARYANA,13670,18243,7935,9325,3610,6698,0
EAST,2023-2024,78,7,09,IGNOAPS,DELHI,10273,10275,10275,4052,0,0,0
JHALAWAR,2023-2024,105,8,09,IGNOAPS,RAJASTHAN,19031,20631,1874,18949,10426,5570,2761
JODHPUR,2023-2024,107,8,09,IGNOAPS,RAJASTHAN,22849,28499,7138,24179,13191,6531,1639
KOTA,2023-2024,109,8,09,IGNOAPS,RAJASTHAN,15815,18193,5408,15913,7111,4529,1145
PALI,2023-2024,111,8,09,IGNOAPS,RAJASTHAN,16690,20146,1651,17242,9019,5663,3813
PRATAPGARH,2023-2024,629,8,09,IGNOAPS,RAJASTHAN,26699,29356,1264,26711,2804,2023,23265
AJMER,2023-2024,86,8,09,IGNOAPS,RAJASTHAN,12338,15353,2924,12842,8243,3385,801
BARMER,2023-2024,90,8,09,IGNOAPS,RAJASTHAN,44941,51527,9635,45270,27763,10030,4099
BHILWARA,2023-2024,92,8,09,IGNOAPS,RAJASTHAN,33878,41285,3701,33323,19740,9853,7991
DHOLPUR,2023-2024,98,8,09,IGNOAPS,RAJASTHAN,8799,10371,3104,8903,4483,2330,454
BARABANKI,2023-2024,129,9,09,IGNOAPS,"UTTAR PRADESH",80990,134095,21132,69497,67143,45235,453
BASTI,2023-2024,131,9,09,IGNOAPS,"UTTAR PRADESH",80263,132624,23989,74819,76086,32492,50
DEORIA,2023-2024,137,9,09,IGNOAPS,"UTTAR PRADESH",69071,110194,14864,56010,71049,20054,3883
ETAH,2023-2024,138,9,09,IGNOAPS,"UTTAR PRADESH",32616,49614,6603,24367,33565,9408,9
JALAUN,2023-2024,151,9,09,IGNOAPS,"UTTAR PRADESH",58738,88745,18160,44538,37300,33153,24
KANNAUJ,2023-2024,155,9,09,IGNOAPS,"UTTAR PRADESH",48240,84702,18316,40369,47286,18816,26
"KUSHI NAGAR",2023-2024,160,9,09,IGNOAPS,"UTTAR PRADESH",95874,176006,23452,78375,120953,30403,284
MAHARAJGANJ,2023-2024,164,9,09,IGNOAPS,"UTTAR PRADESH",91652,134947,17978,64373,86921,28023,399
MATHURA,2023-2024,167,9,09,IGNOAPS,"UTTAR PRADESH",49268,87899,20904,39764,41749,25002,199
MAU,2023-2024,168,9,09,IGNOAPS,"UTTAR PRADESH",41487,101565,11352,35483,62115,27070,1003
MIRZAPUR,2023-2024,170,9,09,IGNOAPS,"UTTAR PRADESH",83785,200507,28429,66721,115624,54068,2360
MORADABAD,2023-2024,171,9,09,IGNOAPS,"UTTAR PRADESH",31239,57596,22198,22573,26031,9039,12
PRATAPGARH,2023-2024,174,9,09,IGNOAPS,"UTTAR PRADESH",78587,142132,33085,67728,75559,33425,51
"SIDDHARTH NAGAR",2023-2024,182,9,09,IGNOAPS,"UTTAR PRADESH",63566,109266,28987,50359,58431,21315,520
SHAMLI,2023-2024,660,9,09,IGNOAPS,"UTTAR PRADESH",59228,97071,22052,54303,45354,29391,74
"RAE BARELI",2023-2024,175,9,07,IGNOAPS,"UTTAR PRADESH",84354,137287,23854,75721,63294,50041,75
SAHARANPUR,2023-2024,177,9,07,IGNOAPS,"UTTAR PRADESH",73237,121608,24102,57300,57290,39203,45
SITAPUR,2023-2024,183,9,07,IGNOAPS,"UTTAR PRADESH",49790,87117,16755,39709,33008,37263,91
SULTANPUR,2023-2024,185,9,07,IGNOAPS,"UTTAR PRADESH",68744,106871,27576,62662,47151,31902,93
SRINAGAR,2023-2024,13,1,12,IGNOAPS,"JAMMU AND KASHMIR",2619,5350,5345,1028,0,0,5
DODA,2023-2024,4,1,12,IGNOAPS,"JAMMU AND KASHMIR",7291,8675,7564,625,127,567,417
KULGAM,2023-2024,622,1,12,IGNOAPS,"JAMMU AND KASHMIR",1527,4537,3983,0,392,67,95
KATHUA,2023-2024,7,1,12,IGNOAPS,"JAMMU AND KASHMIR",3959,4590,2251,6,537,1599,203
AURANAGABAD,2023-2024,189,10,12,IGNOAPS,BIHAR,43992,66486,43590,50309,667,21599,630
BANKA,2023-2024,190,10,12,IGNOAPS,BIHAR,48604,63718,50483,53394,3816,8199,1220
BHAGALPUR,2023-2024,192,10,12,IGNOAPS,BIHAR,90181,125795,107472,101851,2035,15201,1087
JEHANABAD,2023-2024,199,10,12,IGNOAPS,BIHAR,28423,34720,10949,26698,17631,4330,1810
MADHUBANI,2023-2024,206,10,12,IGNOAPS,BIHAR,171212,237912,210999,186839,10708,15392,813
MUZAFFARPUR,2023-2024,208,10,12,IGNOAPS,BIHAR,172991,226573,180237,193091,1932,43998,406
NALANDA,2023-2024,209,10,12,IGNOAPS,BIHAR,84384,120965,54603,98202,34181,30944,1237
SAMASTIPUR,2023-2024,217,10,12,IGNOAPS,BIHAR,94674,119892,87167,103204,2970,29314,441
SHEIKHPURA,2023-2024,219,10,12,IGNOAPS,BIHAR,19006,24206,17849,20225,3585,2719,53
"NORTH DISTRICT",2023-2024,226,11,12,IGNOAPS,SIKKIM,0,844,19,0,5,6,814
"WEST DISTRICT",2023-2024,228,11,12,IGNOAPS,SIKKIM,0,5061,1462,0,1270,222,2107
"EAST SIANG",2023-2024,232,12,12,IGNOAPS,"ARUNACHAL PRADESH",1671,2680,0,0,0,0,2680
TAWANG,2023-2024,238,12,12,IGNOAPS,"ARUNACHAL PRADESH",1505,2141,0,81,0,0,2141
"UPPER SIANG",2023-2024,240,12,12,IGNOAPS,"ARUNACHAL PRADESH",1132,2067,0,17,0,0,2067
KAMLE,2023-2024,718,12,12,IGNOAPS,"ARUNACHAL PRADESH",432,895,0,0,0,0,895
"IMPHAL WEST",2023-2024,256,14,12,IGNOAPS,MANIPUR,9042,10756,1889,4,8091,563,213
"SOUTH GARO HILLS",2023-2024,277,17,12,IGNOAPS,MEGHALAYA,284,4283,312,5,29,49,3892
CACHAR,2023-2024,282,18,12,IGNOAPS,ASSAM,20287,34547,24743,23090,4201,4659,944
DHEMAJI,2023-2024,284,18,12,IGNOAPS,ASSAM,12154,15149,3364,10838,5565,899,5321
JORHAT,2023-2024,290,18,12,IGNOAPS,ASSAM,19187,24887,19970,15563,2998,1122,797
"KAMRUP METRO",2023-2024,618,18,12,IGNOAPS,ASSAM,3517,6137,4785,4478,319,551,482
"24 PARGANAS SOUTH",2023-2024,304,19,12,IGNOAPS,"WEST BENGAL",98359,104482,72109,88400,336,29263,2505
"PURBA BURDWAN",2023-2024,306,19,12,IGNOAPS,"WEST BENGAL",69833,71122,39514,64130,1011,25695,4689
BIRBHUM,2023-2024,307,19,12,IGNOAPS,"WEST BENGAL",82906,85963,54845,74786,1892,25681,3369
NADIA,2023-2024,320,19,12,IGNOAPS,"WEST BENGAL",79065,83692,63086,80605,571,18128,1574
CHAMBA,2023-2024,16,2,12,IGNOAPS,"HIMACHAL PRADESH",1711,10626,5715,0,223,2167,2521
BOKARO,2023-2024,322,20,12,IGNOAPS,JHARKHAND,37306,37374,8722,18848,18214,5492,4946
CHATRA,2023-2024,323,20,12,IGNOAPS,JHARKHAND,29902,30194,6940,22924,15074,7667,513
KODERMA,2023-2024,334,20,12,IGNOAPS,JHARKHAND,22552,22746,3305,12357,16013,3351,77
LATEHAR,2023-2024,335,20,12,IGNOAPS,JHARKHAND,31566,31569,3727,21247,8263,5440,14139
ANGUL,2023-2024,344,21,12,IGNOAPS,ODISHA,33369,33396,10751,28317,15430,4418,2797
BARGARH,2023-2024,347,21,12,IGNOAPS,ODISHA,51821,51975,28299,26200,12354,5769,5553
JHARSUGUDA,2023-2024,357,21,12,IGNOAPS,ODISHA,16108,16485,7104,11289,2954,2264,4163
KENDUJHAR,2023-2024,361,21,12,IGNOAPS,ODISHA,46888,48257,24931,24485,7648,3715,11963
KORAPUT,2023-2024,363,21,12,IGNOAPS,ODISHA,63804,65765,16963,32834,5254,9007,34541
MAYURBHANJ,2023-2024,365,21,12,IGNOAPS,ODISHA,70032,70361,23302,24702,12124,5649,29286
NAYAGARH,2023-2024,367,21,12,IGNOAPS,ODISHA,36017,36770,24135,25955,9409,2238,987
DANTEWADA,2023-2024,376,22,12,IGNOAPS,CHHATTISGARH,5496,6087,1125,2573,766,252,3944
DURG,2023-2024,378,22,12,IGNOAPS,CHHATTISGARH,30027,32116,19280,18600,10424,1480,932
KABIRDHAM,2023-2024,382,22,12,IGNOAPS,CHHATTISGARH,21360,22060,3821,8864,11383,3248,3608
RAIGARH,2023-2024,386,22,12,IGNOAPS,CHHATTISGARH,35550,36633,11090,10406,12574,3890,9079
NARAYANPUR,2023-2024,637,22,12,IGNOAPS,CHHATTISGARH,3711,4565,527,265,226,148,3664
"GAURELA- PENDRA-MARWAHI",2023-2024,734,22,12,IGNOAPS,CHHATTISGARH,9108,10463,7634,4134,972,220,1637
SAKTI,2023-2024,762,22,12,IGNOAPS,CHHATTISGARH,25136,26542,11973,6701,7765,4946,1858
BALAGHAT,2023-2024,392,23,12,IGNOAPS,"MADHYA PRADESH",64469,106204,2425,45401,72172,9288,22319
BARWANI,2023-2024,393,23,12,IGNOAPS,"MADHYA PRADESH",23348,63751,1582,20807,11616,4683,45870
BETUL,2023-2024,394,23,12,IGNOAPS,"MADHYA PRADESH",30659,61341,2996,30053,27540,7767,23038
KHANDWA,2023-2024,405,23,12,IGNOAPS,"MADHYA PRADESH",19331,52343,5269,17438,18452,9550,19072
MANDSAUR,2023-2024,416,23,12,IGNOAPS,"MADHYA PRADESH",38195,53784,9212,21642,28732,14421,1419
MORENA,2023-2024,417,23,12,IGNOAPS,"MADHYA PRADESH",22219,42681,11491,29004,20070,10553,567
RAJGARH,2023-2024,422,23,12,IGNOAPS,"MADHYA PRADESH",62270,126940,10400,37037,84472,27897,4171
VIDISHA,2023-2024,437,23,12,IGNOAPS,"MADHYA PRADESH",31120,62749,8727,22635,32373,17218,4431
"AGAR MALWA",2023-2024,667,23,12,IGNOAPS,"MADHYA PRADESH",4723,17258,1911,342,8721,5947,679
"BANAS KANTHA",2023-2024,441,24,12,IGNOAPS,GUJARAT,59362,61715,11673,15005,33682,10142,6123
DAHOD,2023-2024,445,24,12,IGNOAPS,GUJARAT,70100,74579,4120,42909,13376,1418,55664
KACHCHH,2023-2024,449,24,12,IGNOAPS,GUJARAT,15229,16119,8090,8070,5682,2180,137
KHEDA,2023-2024,450,24,12,IGNOAPS,GUJARAT,44283,48635,38949,9419,8289,1158,187
ARVALLI,2023-2024,672,24,12,IGNOAPS,GUJARAT,18555,18727,3359,5424,9907,1817,3643
AKOLA,2023-2024,467,27,12,IGNOAPS,MAHARASHTRA,18060,19541,19521,1,4,16,0
AURANGABAD,2023-2024,469,27,12,IGNOAPS,MAHARASHTRA,34151,38386,38300,10530,22,46,18
BULDHANA,2023-2024,472,27,12,IGNOAPS,MAHARASHTRA,44170,48393,47494,4906,161,725,13
GADCHIROLI,2023-2024,475,27,12,IGNOAPS,MAHARASHTRA,35071,36638,9318,13028,11575,5109,10636
GONDIA,2023-2024,476,27,12,IGNOAPS,MAHARASHTRA,21907,24847,10833,8277,8541,3564,1909
SATARA,2023-2024,494,27,12,IGNOAPS,MAHARASHTRA,5239,5654,4635,4358,820,177,22
WARDHA,2023-2024,498,27,12,IGNOAPS,MAHARASHTRA,25757,29952,16833,5963,8574,2780,1765
